split,label,group,path
train,4,roboflow:01022021042516210903_MRKU440596:04,data/processed/chars/4/01022021042516210903_MRKU440596_jpg.rf.89d244ce3ca5d190280823ede672ea08__04.png
train,4,roboflow:01022021042516210903_MRKU440596:05,data/processed/chars/4/01022021042516210903_MRKU440596_jpg.rf.89d244ce3ca5d190280823ede672ea08__05.png
train,4,roboflow:01022021042516492903_NYKU428790:04,data/processed/chars/4/01022021042516492903_NYKU428790_jpg.rf.07259351d3b2a8de08c9009075cf0ee1__04.png
train,4,roboflow:01022021042517071805_HLBU141868:05,data/processed/chars/4/01022021042517071805_HLBU141868_jpg.rf.9f0e585cd5a725060269b77958660d83__05.png
train,4,roboflow:01022021042517071805_HLBU141868:05,data/processed/chars/4/01022021042517071805_HLBU141868_jpg.rf.be87ce96d4bc66e167ac23ab35dec623__05.png
train,4,4:legacy_005,data/processed/chars/4/legacy_005_base.png
train,4,4:legacy_005,data/processed/chars/4/legacy_005_blur.png
train,4,4:legacy_005,data/processed/chars/4/legacy_005_dilate.png
train,4,4:legacy_005,data/processed/chars/4/legacy_005_erode.png
train,4,4:legacy_005,data/processed/chars/4/legacy_005_rot+5.png
train,4,4:legacy_005,data/processed/chars/4/legacy_005_rot-5.png
train,4,4:legacy_069,data/processed/chars/4/legacy_069_base.png
train,4,4:legacy_069,data/processed/chars/4/legacy_069_blur.png
train,4,4:legacy_069,data/processed/chars/4/legacy_069_dilate.png
train,4,4:legacy_069,data/processed/chars/4/legacy_069_erode.png
train,4,4:legacy_069,data/processed/chars/4/legacy_069_rot+5.png
train,4,4:legacy_069,data/processed/chars/4/legacy_069_rot-5.png
train,4,4:legacy_133,data/processed/chars/4/legacy_133_base.png
train,4,4:legacy_133,data/processed/chars/4/legacy_133_blur.png
train,4,4:legacy_133,data/processed/chars/4/legacy_133_dilate.png
train,4,4:legacy_133,data/processed/chars/4/legacy_133_erode.png
train,4,4:legacy_133,data/processed/chars/4/legacy_133_rot+5.png
train,4,4:legacy_133,data/processed/chars/4/legacy_133_rot-5.png
train,5,roboflow:01012021050111423105_EGHU956170:05,data/processed/chars/5/01012021050111423105_EGHU956170_jpg.rf.0dabed44e04627931675b94376603c31__05.png
train,5,roboflow:01012021050111423105_EGHU956170:05,data/processed/chars/5/01012021050111423105_EGHU956170_jpg.rf.4723479dc7f2d88c08bd0a0636ef5425__05.png
train,5,roboflow:01012021050111492303_BKT5688:03,data/processed/chars/5/01012021050111492303_BKT5688_jpg.rf.1ff7db00c990449324c65ac80814d5ee__03.png
train,5,roboflow:01022021042511402405_ONEU031853:08,data/processed/chars/5/01022021042511402405_ONEU031853_jpg.rf.ea5a8472a14e5f3fcb3c73872f0bb0ce__08.png
train,5,roboflow:01022021042512123505_MSKU593041:04,data/processed/chars/5/01022021042512123505_MSKU593041_jpg.rf.a0a160c379093456e7913d71d5f8f397__04.png
train,5,roboflow:01022021042516210903_MRKU440596:07,data/processed/chars/5/01022021042516210903_MRKU440596_jpg.rf.20a3569277305e38e55d5163446aa12b__07.png
train,5,roboflow:01022021042516210903_MRKU440596:07,data/processed/chars/5/01022021042516210903_MRKU440596_jpg.rf.62a2cdfb86c8f48530d48740c4ca4b25__07.png
train,5,roboflow:01022021042516210903_MRKU440596:07,data/processed/chars/5/01022021042516210903_MRKU440596_jpg.rf.89d244ce3ca5d190280823ede672ea08__07.png
train,5,5:legacy_036,data/processed/chars/5/legacy_036_base.png
train,5,5:legacy_036,data/processed/chars/5/legacy_036_blur.png
train,5,5:legacy_036,data/processed/chars/5/legacy_036_dilate.png
train,5,5:legacy_036,data/processed/chars/5/legacy_036_erode.png
train,5,5:legacy_036,data/processed/chars/5/legacy_036_rot+5.png
train,5,5:legacy_036,data/processed/chars/5/legacy_036_rot-5.png
train,5,5:legacy_068,data/processed/chars/5/legacy_068_base.png
train,5,5:legacy_068,data/processed/chars/5/legacy_068_blur.png
train,5,5:legacy_068,data/processed/chars/5/legacy_068_dilate.png
train,5,5:legacy_068,data/processed/chars/5/legacy_068_erode.png
train,5,5:legacy_068,data/processed/chars/5/legacy_068_rot+5.png
train,5,5:legacy_068,data/processed/chars/5/legacy_068_rot-5.png
train,5,5:legacy_100,data/processed/chars/5/legacy_100_base.png
train,5,5:legacy_100,data/processed/chars/5/legacy_100_blur.png
train,5,5:legacy_100,data/processed/chars/5/legacy_100_dilate.png
train,5,5:legacy_100,data/processed/chars/5/legacy_100_erode.png
train,5,5:legacy_100,data/processed/chars/5/legacy_100_rot+5.png
train,5,5:legacy_100,data/processed/chars/5/legacy_100_rot-5.png
train,5,5:legacy_132,data/processed/chars/5/legacy_132_base.png
train,5,5:legacy_132,data/processed/chars/5/legacy_132_blur.png
train,5,5:legacy_132,data/processed/chars/5/legacy_132_dilate.png
train,5,5:legacy_132,data/processed/chars/5/legacy_132_erode.png
train,5,5:legacy_132,data/processed/chars/5/legacy_132_rot+5.png
train,5,5:legacy_132,data/processed/chars/5/legacy_132_rot-5.png
train,6,roboflow:01012021050111423105_EGHU956170:06,data/processed/chars/6/01012021050111423105_EGHU956170_jpg.rf.0dabed44e04627931675b94376603c31__06.png
train,6,roboflow:01012021050111423105_EGHU956170:06,data/processed/chars/6/01012021050111423105_EGHU956170_jpg.rf.4723479dc7f2d88c08bd0a0636ef5425__06.png
train,6,roboflow:01012021050111492303_BKT5688:04,data/processed/chars/6/01012021050111492303_BKT5688_jpg.rf.1ff7db00c990449324c65ac80814d5ee__04.png
train,6,roboflow:01012021050111535305_BPE5635:04,data/processed/chars/6/01012021050111535305_BPE5635_jpg.rf.000f7e8f32cf95b34131901ea9ea9d79__04.png
train,6,roboflow:01012021050111535305_BPE5635:04,data/processed/chars/6/01012021050111535305_BPE5635_jpg.rf.2ab8273afdc89c48f5b9745afe0c9de6__04.png
train,6,roboflow:01022021042510261305_GESU617562:04,data/processed/chars/6/01022021042510261305_GESU617562_jpg.rf.d78bebcb061acdb788831d64f6c0b705__04.png
train,6,roboflow:01022021042510261305_GESU617562:08,data/processed/chars/6/01022021042510261305_GESU617562_jpg.rf.d78bebcb061acdb788831d64f6c0b705__08.png
train,6,roboflow:01022021042512345103_OOCU721691:07,data/processed/chars/6/01022021042512345103_OOCU721691_jpg.rf.2f8eb31378b114e1cd85323d92dfa1fe__07.png
train,6,roboflow:01022021042512345505_OOCU721691:07,data/processed/chars/6/01022021042512345505_OOCU721691_jpg.rf.18c2ddd14d88434b3601c921459dd2d8__07.png
train,6,roboflow:01022021042516210903_MRKU440596:09,data/processed/chars/6/01022021042516210903_MRKU440596_jpg.rf.20a3569277305e38e55d5163446aa12b__09.png
train,6,roboflow:01022021042516210903_MRKU440596:09,data/processed/chars/6/01022021042516210903_MRKU440596_jpg.rf.62a2cdfb86c8f48530d48740c4ca4b25__09.png
train,6,roboflow:01022021042516210903_MRKU440596:09,data/processed/chars/6/01022021042516210903_MRKU440596_jpg.rf.89d244ce3ca5d190280823ede672ea08__09.png
train,6,roboflow:01022021042517071805_HLBU141868:08,data/processed/chars/6/01022021042517071805_HLBU141868_jpg.rf.9f0e585cd5a725060269b77958660d83__08.png
train,6,roboflow:01022021042517071805_HLBU141868:08,data/processed/chars/6/01022021042517071805_HLBU141868_jpg.rf.be87ce96d4bc66e167ac23ab35dec623__08.png
train,6,6:legacy_003,data/processed/chars/6/legacy_003_base.png
train,6,6:legacy_003,data/processed/chars/6/legacy_003_blur.png
train,6,6:legacy_003,data/processed/chars/6/legacy_003_dilate.png
train,6,6:legacy_003,data/processed/chars/6/legacy_003_erode.png
train,6,6:legacy_003,data/processed/chars/6/legacy_003_rot+5.png
train,6,6:legacy_003,data/processed/chars/6/legacy_003_rot-5.png
train,6,6:legacy_035,data/processed/chars/6/legacy_035_base.png
train,6,6:legacy_035,data/processed/chars/6/legacy_035_blur.png
train,6,6:legacy_035,data/processed/chars/6/legacy_035_dilate.png
train,6,6:legacy_035,data/processed/chars/6/legacy_035_erode.png
train,6,6:legacy_035,data/processed/chars/6/legacy_035_rot+5.png
train,6,6:legacy_035,data/processed/chars/6/legacy_035_rot-5.png
train,7,roboflow:01012021050111454903_BMH774:03,data/processed/chars/7/01012021050111454903_BMH774_jpg.rf.dea4964e8201cdfbee5db9d025adcde9__03.png
train,7,roboflow:01012021050111573003_VFU1407:06,data/processed/chars/7/01012021050111573003_VFU1407_jpg.rf.109233b4143ef6871152ce555c1b15fa__06.png
train,7,roboflow:01012021050111573003_VFU1407:06,data/processed/chars/7/01012021050111573003_VFU1407_jpg.rf.20a9b5e12e121a03bfbc0774135f704c__06.png
train,7,roboflow:01012021050111573003_VFU1407:06,data/processed/chars/7/01012021050111573003_VFU1407_jpg.rf.ac33db6812f3f6c6c1fcf6a6d98c693a__06.png
train,7,roboflow:01022021042510261305_GESU617562:06,data/processed/chars/7/01022021042510261305_GESU617562_jpg.rf.d78bebcb061acdb788831d64f6c0b705__06.png
train,7,roboflow:01022021042512345103_OOCU721691:04,data/processed/chars/7/01022021042512345103_OOCU721691_jpg.rf.2f8eb31378b114e1cd85323d92dfa1fe__04.png
train,7,roboflow:01022021042516492903_NYKU428790:07,data/processed/chars/7/01022021042516492903_NYKU428790_jpg.rf.07259351d3b2a8de08c9009075cf0ee1__07.png
train,7,7:legacy_002,data/processed/chars/7/legacy_002_base.png
train,7,7:legacy_002,data/processed/chars/7/legacy_002_blur.png
train,7,7:legacy_002,data/processed/chars/7/legacy_002_dilate.png
train,7,7:legacy_002,data/processed/chars/7/legacy_002_erode.png
train,7,7:legacy_002,data/processed/chars/7/legacy_002_rot+5.png
train,7,7:legacy_002,data/processed/chars/7/legacy_002_rot-5.png
train,7,7:legacy_034,data/processed/chars/7/legacy_034_base.png
train,7,7:legacy_034,data/processed/chars/7/legacy_034_blur.png
train,7,7:legacy_034,data/processed/chars/7/legacy_034_dilate.png
train,7,7:legacy_034,data/processed/chars/7/legacy_034_erode.png
train,7,7:legacy_034,data/processed/chars/7/legacy_034_rot+5.png
train,7,7:legacy_034,data/processed/chars/7/legacy_034_rot-5.png
train,7,7:legacy_098,data/processed/chars/7/legacy_098_base.png
train,7,7:legacy_098,data/processed/chars/7/legacy_098_blur.png
train,7,7:legacy_098,data/processed/chars/7/legacy_098_dilate.png
train,7,7:legacy_098,data/processed/chars/7/legacy_098_erode.png
train,7,7:legacy_098,data/processed/chars/7/legacy_098_rot+5.png
train,7,7:legacy_098,data/processed/chars/7/legacy_098_rot-5.png
train,7,7:legacy_130,data/processed/chars/7/legacy_130_base.png
train,7,7:legacy_130,data/processed/chars/7/legacy_130_blur.png
train,7,7:legacy_130,data/processed/chars/7/legacy_130_dilate.png
train,7,7:legacy_130,data/processed/chars/7/legacy_130_erode.png
train,7,7:legacy_130,data/processed/chars/7/legacy_130_rot+5.png
train,7,7:legacy_130,data/processed/chars/7/legacy_130_rot-5.png
train,8,roboflow:01012021050111264805_EMCU981331:05,data/processed/chars/8/01012021050111264805_EMCU981331_jpg.rf.a365d71980c70b9836741a1907a5e3cd__05.png
train,8,roboflow:01012021050111264805_EMCU981331:05,data/processed/chars/8/01012021050111264805_EMCU981331_jpg.rf.f78de3c40bdbc2a634bc0edc52082014__05.png
train,8,roboflow:01012021050111492303_BKT5688:05,data/processed/chars/8/01012021050111492303_BKT5688_jpg.rf.1ff7db00c990449324c65ac80814d5ee__05.png
train,8,roboflow:01012021050111565605_KDU5288:05,data/processed/chars/8/01012021050111565605_KDU5288_jpg.rf.17ed8a35c62e1565729bdd6da73d0a96__05.png
train,8,roboflow:01012021050111565605_KDU5288:06,data/processed/chars/8/01012021050111565605_KDU5288_jpg.rf.17ed8a35c62e1565729bdd6da73d0a96__06.png
train,8,roboflow:01012021050111565605_KDU5288:05,data/processed/chars/8/01012021050111565605_KDU5288_jpg.rf.1d1ff0bd6ee61e492cd7370d621895a5__05.png
train,8,roboflow:01012021050111565605_KDU5288:06,data/processed/chars/8/01012021050111565605_KDU5288_jpg.rf.1d1ff0bd6ee61e492cd7370d621895a5__06.png
train,8,roboflow:01012021050111565605_KDU5288:05,data/processed/chars/8/01012021050111565605_KDU5288_jpg.rf.6e0dc927efc776ba9be7bf2870fefc52__05.png
train,8,roboflow:01012021050111565605_KDU5288:06,data/processed/chars/8/01012021050111565605_KDU5288_jpg.rf.6e0dc927efc776ba9be7bf2870fefc52__06.png
train,8,roboflow:01012021050111565605_KDU5288:05,data/processed/chars/8/01012021050111565605_KDU5288_jpg.rf.96325e863832db32e0510674c5f95732__05.png
train,8,roboflow:01012021050111565605_KDU5288:06,data/processed/chars/8/01012021050111565605_KDU5288_jpg.rf.96325e863832db32e0510674c5f95732__06.png
train,8,roboflow:01012021050111565605_KDU5288:05,data/processed/chars/8/01012021050111565605_KDU5288_jpg.rf.d806fe5b8e155ac41f426188daabf70f__05.png
train,8,roboflow:01012021050111565605_KDU5288:06,data/processed/chars/8/01012021050111565605_KDU5288_jpg.rf.d806fe5b8e155ac41f426188daabf70f__06.png
train,8,roboflow:01022021042511402405_ONEU031853:07,data/processed/chars/8/01022021042511402405_ONEU031853_jpg.rf.ea5a8472a14e5f3fcb3c73872f0bb0ce__07.png
train,8,roboflow:01022021042516492903_NYKU428790:06,data/processed/chars/8/01022021042516492903_NYKU428790_jpg.rf.07259351d3b2a8de08c9009075cf0ee1__06.png
train,8,roboflow:01022021042516502503_MEDU180904:05,data/processed/chars/8/01022021042516502503_MEDU180904_jpg.rf.3e7b2663d5746975ba5f546b2c4bc81b__05.png
train,8,roboflow:01022021042517071805_HLBU141868:07,data/processed/chars/8/01022021042517071805_HLBU141868_jpg.rf.9f0e585cd5a725060269b77958660d83__07.png
train,8,roboflow:01022021042517071805_HLBU141868:09,data/processed/chars/8/01022021042517071805_HLBU141868_jpg.rf.9f0e585cd5a725060269b77958660d83__09.png
train,8,roboflow:01022021042517071805_HLBU141868:07,data/processed/chars/8/01022021042517071805_HLBU141868_jpg.rf.be87ce96d4bc66e167ac23ab35dec623__07.png
train,8,roboflow:01022021042517071805_HLBU141868:09,data/processed/chars/8/01022021042517071805_HLBU141868_jpg.rf.be87ce96d4bc66e167ac23ab35dec623__09.png
train,8,8:legacy_001,data/processed/chars/8/legacy_001_base.png
train,8,8:legacy_001,data/processed/chars/8/legacy_001_blur.png
train,8,8:legacy_001,data/processed/chars/8/legacy_001_dilate.png
train,8,8:legacy_001,data/processed/chars/8/legacy_001_erode.png
train,8,8:legacy_001,data/processed/chars/8/legacy_001_rot+5.png
train,8,8:legacy_001,data/processed/chars/8/legacy_001_rot-5.png
train,8,8:legacy_129,data/processed/chars/8/legacy_129_base.png
train,8,8:legacy_129,data/processed/chars/8/legacy_129_blur.png
train,8,8:legacy_129,data/processed/chars/8/legacy_129_dilate.png
train,8,8:legacy_129,data/processed/chars/8/legacy_129_erode.png
train,8,8:legacy_129,data/processed/chars/8/legacy_129_rot+5.png
train,8,8:legacy_129,data/processed/chars/8/legacy_129_rot-5.png
train,9,roboflow:01012021050111264805_EMCU981331:04,data/processed/chars/9/01012021050111264805_EMCU981331_jpg.rf.a365d71980c70b9836741a1907a5e3cd__04.png
train,9,roboflow:01012021050111264805_EMCU981331:04,data/processed/chars/9/01012021050111264805_EMCU981331_jpg.rf.f78de3c40bdbc2a634bc0edc52082014__04.png
train,9,roboflow:01012021050111423105_EGHU956170:04,data/processed/chars/9/01012021050111423105_EGHU956170_jpg.rf.0dabed44e04627931675b94376603c31__04.png
train,9,roboflow:01012021050111423105_EGHU956170:04,data/processed/chars/9/01012021050111423105_EGHU956170_jpg.rf.4723479dc7f2d88c08bd0a0636ef5425__04.png
